Post ID,Intl.,Entry type,Campaign Areas,Communities,Tags,Campaigning organizations (private),date,Clean Date (Based on original hiddne column),Actors: Divesters /  Endorsers / Previously Complicit / Not Previously Complicit,growth,Headline,Summary,Case source(s),Link(s) to mainstream media coverage (national or international),City,Countries,World Regions,“Quote” ,Author of Quote ,Affiliation of author,Quote Source,Type of loss,Loss (in millions USD),Photo(s) + source link,Other Multimedia,Imp. Level of Case,Did this success bring about the end of the campaign?,,
69,RF,Success,Consumer Boycott,Trade Union,-,-,07-07-2007,07-07-2007,Transport and General Workers Union (TGWU),1,Transport and General Workers Union calls on members to boycott Israel,"British workers’ union TGWU, the second largest union in the UK, calls on its 800,000 members to boycott Israeli-made products based on Israel’s ""criminal policies in Palestinian territories."" ",http://www.workersliberty.org/node/8812#comment-15430,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
690,RF,Success,Consumer Boycott,-,-,Lawyers for Palestinian Human Rights,30-06-2014,30-06-2014,UK OECD National Contact Point,3,UK watchdog to probe G4S Israeli contract,A UK government body begins an investigation into the activities of G4S in Palestine.,http://www.ft.com/intl/cms/s/0/43c2589a-ea4b-11e3-afb3-00144feabdc0.html#axzz3x3yVkNai,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
691,RF,Success,"Divestment,Consumer Boycott",-,-,-,01-07-2014,01-07-2014,John Lewis ,2,Major UK retail chain John Lewis stops stocking SodaStream as Brighton shop closes,The BDS victories come after a high profile campaign highlighted SodaStream's role in illegal settlements in the West Bank and ethnic cleansing in the Naqab desert inside Israel.,https://corporatewatch.org/news/2014/jul/01/ecostream-campaign-victorious,-,London,United Kingdom,Europe and Central Asia,John Lewis has stocked Sodastream for the past four years but in light of declining sales we’ve taken the decision to no longer stock the range,-,According to John Lewis' Senior Press officer:,-,-,-,https://corporatewatch.org/sites/default/files/styles/article_image_full_node/public/field/image/Ecostreamclosure.jpg?itok=TgUd9I5u,-,2,0,,
692,LN,Success,Divestment,- ,- ,- ,01-07-2014,01-07-2014,Delta Lloyd,3,Delta Lloyd Asset Management excluded G4S and Elbit Systems from their portfolio in the 1st quarter of 2014,Israeli companies G4S and Elbit Systems have been excluded from Dutch investment firm's Delta Lloyd's portfolio,http://www.stopthewall.org/join-campaign-divest-elbit ,-,Amsterdam,Netherlands,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
693,RF,Success,Divestment,-,Financial,-,04-07-2014,04-07-2014,ABP Pension Fund,2,Dutch pension giant ABP divests from two Israeli arms companies,The decision follows similar moves by other major institutional investors across Europe and North America.,https://www.middleeastmonitor.com/news/europe/12548-dutch-pension-fund-abp-divests-from-two-israeli-arms-companies,-,Amsterdam,Netherlands,Europe and Central Asia,-,-,-,-,-,-,https://www.middleeastmonitor.com/images/article_images/logos/abp-dutch-pension-fund.gif,-,2,0,,
694,RF,Success,"General,Divestment",Trade Union,-,Palestine Solidarity Campaign,06-07-2014,06-07-2014,UNITE,1,Britain's largest union backs boycott of Israel,"UNITE, a union which claims a membership of around 1.3 million, overwhelmingly carries two pro-Palestinian resolutions including one that actively supports the BDS policy promoted by the Palestine Solidarity Campaign.",http://www.jpost.com/International/UKs-largest-union-backs-boycott-of-Israel-despite-Labors-calls-to-refrain-361617,http://www.i24news.tv/en/news/international/36462-140706-uk-s-biggest-trade-union-supports-israel-s-boycott,London,United Kingdom,Europe and Central Asia,The Israeli government continues to govern as an apartheid state and is guilty of the crime of apartheid.,UNITE,-,-,-,-,http://unitetheunionbrassband.org.uk/Images/Uploads/Unite_logo_small.jpg,-,1,0,,
695,RF,Success,Sanctions,-,Settlements,-,07-07-2014,07-07-2014,*EU member states,3,17 EU members take action against corporate complicity with Israeli crimes,"At least 12 more European governments publish online guidance warning their citizens and businesses about risks involved in trade and other economic links with illegal Israeli settlements, bringing the total number of countries to publish such advice to 17.",http://www.bdsmovement.net/2014/17-eu-members-take-action-against-corporate-complicity-12200,-,-,Europe,Europe and Central Asia,-,-,-,-,-,-,-,-,0,0,,
698,RF,Success,General,-,"Gaza, Personality ",-,15-07-2014,15-07-2014,Liz Lochhead ,2,Scotland’s national poet endorses Israel boycott,Scotland’s national poet Liz Lochhead says “we must protest by any means possible Israel’s current actions in Gaza.”,https://electronicintifada.net/blogs/sarah-irving/state-guilty-war-crimes-scotlands-national-poet-endorses-israel-boycott,-,Glasgow,United Kingdom,Europe and Central Asia,"This is part of a necessary process — this boycotting — if a painful one for all liberals — because we, the international community, must protest by any means possible Israel’s current actions in Gaza, and indeed its ongoing illegal treatment of all Palestinians. The State of Israel is guilty of War Crimes. Its leaders should be charged with them. Now.",-,-,https://electronicintifada.net/blogs/sarah-irving/state-guilty-war-crimes-scotlands-national-poet-endorses-israel-boycott,-,-,http://www.no2brandisrael.org/wp-content/uploads/2012/09/liz-lochhead.jpg,-,2,0,,
704,RF,Success,Cultural Boycott,-,Gaza,-,23-07-2014,23-07-2014,Massive Attack,1,Massive Attack make Gaza statement using headline stage at Longitude Festival,"As Israel continues to bombard Gaza with air strikes, Massive Attack uses its position to show its long-time support of Palestinian freedom, using an illumated message that reads: ""Gaza has been ocupied [sic] or under restrictions since 1948.""ù",http://www.independent.co.uk/arts-entertainment/music/news/massive-attack-makes-gaza-statement-using-headline-stage-at-longitude-festival-9622836.html,-,Dublin,Ireland,Europe and Central Asia,"The boycott is not an action of aggression towards the Israeli people..It's towards the government and its policies. Everyone needs to be reminded of this because it's very easy to be accused of being anti-Semitic, and that's not what this is about.",Robert Del Naja,Frontman of Massive Attack,http://www.independent.co.uk/arts-entertainment/music/news/massive-attack-makes-gaza-statement-using-headline-stage-at-longitude-festival-9622836.html,-,-,http://static.independent.co.uk/s3fs-public/styles/story_large/public/thumbnails/image/2014/07/23/11/Gaza.jpg,-,2,0,,
705,RF,Success,Cultural Boycott,-,Personality,-,24-07-2014,24-07-2014,Sinéad O'Connor,2,Sinéad O'Connor says: 'I won't play in Israel',The Irish singer announces her decision to cancel a show she is reportedly due to have played on September 11 in Israeli town Caesarea.,http://www.hotpress.com/Sinead-OConnor/news/Sinad-OConnor-I-wont-play-in-Israel/11954250.html,http://www.theguardian.com/culture/2014/aug/06/-sp-tricycle-theatre-row-is-cultural-isolation-ever-right,Dublin,Ireland,Europe and Central Asia,I didn’t realise – nor was I told by my booking agent or anyone else – that if I stepped foot there I would in fact be breaking this cultural boycott and may as well be shitting all over the Palestinian people. - See more at: http://www.hotpress.com/Sinead-OConnor/news/Sinad-OConnor-I-wont-play-in-Israel/11954250.html#sthash.nZfDVdEE.dpuf,Sinead O'Connor,-,http://www.hotpress.com/Sinead-OConnor/news/Sinad-OConnor-I-wont-play-in-Israel/11954250.html,-,-,http://www.hotpress.com/store/images/adm/8/8570/8570193_sineadoconnor460w.jpg,-,1,0,,
706,RF,Success,Sanctions,-,Personality,Palestine Solidarity Campaign,25-07-2014,25-07-2014,"*Peter Gabriel and Bobby Gillespie among 21,000 signatories",2,Rock stars Peter Gabriel and Bobby Gillespie urge arms embargo on Israel,"The stars are among 21,000 people who signed an open letter to David Cameron, the British PM, demanding a halt to the arms trade between UK and Israel.",https://electronicintifada.net/blogs/amena-saleem/rock-stars-peter-gabriel-and-bobby-gillespie-urge-arms-embargo-israel,-,London,United Kingdom,Europe and Central Asia,"It’s disgraceful that our government is arming the State of Israel to continue its slaughter of civilians, of women and children. Everyone must be devastated by the sight of the maimed and the dead in Gaza, and everyone must direct their anger towards the Israeli war machine.",Ken Loach,-,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2014-07/gabriel.jpg?itok=Ct4Z31av&amp%3Btimestamp=1448949295,-,-,https://electronicintifada.net/sites/default/files/styles/original_800w/public/2014-07/gabriel.jpg?itok=Ct4Z31av&timestamp=1448949295,-,2,0,,
709,RF,Success,"Consumer Boycott,Cultural Boycott",-,"Gaza, Personality ",-,28-07-2014,28-07-2014,*Javier Bardem and Penelope Cruz,2,Javier Bardem and Penelope Cruz along with other stars blast Israel’s ‘genocide’ in Gaza,"The open letter condemning Israel read, in part: “Gaza is living through horror these days, besieged and attacked by land, sea and air.”",http://www.hollywoodreporter.com/news/penelope-cruz-javier-bardem-denounce-721894,-,Madrid,Spain,Europe and Central Asia,-,-,-,-,-,-,http://itsybitsysteps.com/wp-content/uploads/2013/07/penelope-cruz-javier-bardem.jpg,-,2,0,,
71,RF,Success,Consumer Boycott,-,"NGO, Settlements",Jewish Voice for Peace,07-08-2007,07-08-2007,Jewish Voice for Peace,1,Jewish Voice for Peace demonstrate against settlement produce in Galeria Kaufhof,"Protestors from Jewish Voice for Peace demonstrate against settlement food products during ""Israel Week"" at a Berlin department store, Galeria Kaufhof, especially Amnon and Tamar spices.",http://www.haaretz.com/news/germans-protest-sale-of-food-from-west-bank-settlements-1.227725,http://www.haaretz.com/news/germans-protest-sale-of-food-from-west-bank-settlements-1.227725,Berlin,Germany,Europe and Central Asia,"We have to encourage the Germans to be more critical of the Israeli occupation...it's still hard for them, especially because every time they criticize Israel, they're accused of anti-Semitism",Ruth Fructman,Berlin journalist who was demonstrating,http://www.haaretz.com/news/germans-protest-sale-of-food-from-west-bank-settlements-1.227725,-,-,-,-,3,0,,
711,RF,Success,Consumer Boycott,-,Settlements,-,29-07-2014,29-07-2014,Belgium,3,Belgium calls for clear labelling of goods from Israeli settlements,The country's economics ministry asks retailers to distinguish between goods produced by Israelis and Palestinians in the West Bank.,http://uk.reuters.com/article/uk-belgium-israel-trade-idUKKBN0FY0YZ20140729,-,Brussels,Belgium ,Europe and Central Asia,-,-,-,-,-,-,http://static.guim.co.uk/sys-images/Guardian/Pix/pictures/2014/7/29/1406633921085/The-Jordan-valley-West-Ba-011.jpg,-,2,0,,
716,RF,Success,Sanctions,-,Governmental,-,01-08-2014,01-08-2014,Scottish Councils,3,Scottish Councils support call to boycott Israel,Midlothian Council becomes the fourth Scottish council to adopt BDS.,http://www.scottishpsc.org.uk/campaigning/233-scottish-councils/1661-scottish-councils-support-call-to-boycott-israel,-,-,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,http://www.scottishpsc.org.uk/images/midlothiancouncil.jpg,-,0,0,,
721,RF,Success,Cultural Boycott,-,Film,-,04-08-2014,04-08-2014,Edinburgh Fringe,1,Israeli dance troupe nixed from Edinburgh Fringe line up,The cultural boycott of Israel is the central topic of conversation in speculations about the real reason why the Israeli dance troupe’s performance disappeares from the program at the Edinburgh Festival Fringe show.,http://www.scotsman.com/lifestyle/edinburgh-fringe-second-israel-funded-show-pulled-1-3498490,-,Edinburgh,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
722,RF,Success,General,"Student Solidarity, Trade Union",-,-,04-08-2014,04-08-2014,Britain's National Union of Students,1,Britain's National Union of Students approves BDS,"Under the new policy, groups across the UK may impose measures against Israel on their university campuses.",http://www.timesofisrael.com/britains-national-union-of-students-approves-bds/,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,http://i0.huffpost.com/gen/1948162/thumbs/n-NUS-SUPPORT-BDS-large570.jpg,-,2,0,,
723,RF,Success,Cultural Boycott,-,Personality,-,04-08-2014,04-08-2014,DJ Mr C,2,DJ Mr C joins the boycott of Israel,DJ Mr. C boycotts Israel and will cancel future performances there due to the persistent shelling of Gaza by Israeli government forces,http://subscriber.djmag.com/content/mr-c-starts-boycott-israel,-,London,United Kingdom,Europe and Central Asia,"I can no longer sit by and not do my bit in silence. I will still be supporting artists from Israel, but that is all.  ",DJ Mr. C,-,http://subscriber.djmag.com/content/mr-c-starts-boycott-israel,-,-,-,-,3,0,,
726,LN,Success,"General,Consumer Boycott",Trade Union,- ,- ,06-08-2014,06-08-2014,Mandate ,1,Irish trade union calls for Irish retailers to boycott Israel ,"The trade union, Mandate, has approached more than 20 Irish retailers to boycott Israel in protest of the devastating 2014 Gaza War. It also organized an online petitio on this matter, which gathered over 7000 signatures. Small businesses such as Yard Florist and the Exchequer restaurant-bar have announced they are joining the boycott. ",http://www.haaretz.com/world-news/1.609235,- ,Dublin ,Ireland ,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
73,LN,Success,General,Trade Union,-,-,01-01-2008,08-01-9452,IMPACT ,1,Irish trade union IMPACT endorses BDS ,"The largest public sector union in the Republic of Ireland, IMPACT, endorsed Palestinian civil society's call for the boycott, divestment and sanctions of Israel. ",http://spme.org/boycotts-divestments-sanctions-bds/boycotts-divestments-and-sanctions-bds-news/ronnie-fraser-trade-union-and-other-boycotts-of-israel-in-great-britain-and-ireland/5953/#_ftn31,- ,Dublin ,Ireland ,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
730,RF,Success,Cultural Boycott,-,Personality,-,11-08-2014,11-08-2014,*Musicians,2,Musicians condemn Liverpool council's G4S link,"Once musician Pete Wylie is made aware of the fact that the city of Liverpool is paying for services from security company G4S, he sees it unfit work with a council that supports a corporation complicit in the Occupation and cancells his appearance at the city’s International Music Festival in support of BDS.",https://electronicintifada.net/blogs/sarah-irving/musicians-condemn-liverpool-councils-g4s-link-citing-abuse-against-palestinians,-,Liverpool,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
731,RF,Success,General,-,Personality,Avaaz,14-08-2014,14-08-2014,Russell Brand ,2,Russell Brand backs boycott of Israel,"In a video that went viral, the British comedian slams companies facilitating the oppression of the people of Gaza including Barclays Bank",http://www.independent.co.uk/news/people/russell-brand-calls-for-israel-boycott-comedian-urges-big-businesses-that-facilitate-the-oppression-9668147.html,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,https://media.guim.co.uk/d641bebb5e79fce8aafec64979f02dd9b59abb62/0_0_2540_1523/1000.jpg,https://www.youtube.com/watch?v=E04vISi2nho,2,0,,
732,RF,Success,Consumer Boycott,-,Settlements,-,15-08-2014,15-08-2014,European Union,3,EU bans imports of milk and animal products from illegal Israeli settlements,The move confirms the increasing deterioration in Israel-EU trade relations.,http://www.scribd.com/doc/237004212/EU-to-Ban-Settlement-Milk-and-Animal-Products,http://www.ibtimes.co.uk/eu-bans-israeli-dairy-products-made-occupied-west-bank-settlements-january-1469454,-,Europe,Europe and Central Asia,-,-,-,-,-,-,http://www.israelnationalnews.com/static/Resizer.ashx/news/468/282/335883.jpg,-,0,0,,
734,RF,Success,"Consumer Boycott,Divestment",-,-,-,19-08-2014,19-08-2014,SuperValu,1,Ireland's biggest food retailer drops Israeli produce,Move by the SuperValu chain comes as Israeli food exporters face an unprecedented wave of order cancellations.,http://bdsmovement.net/2014/irelands-biggest-food-retailer-drops-israeli-produce-as-european-boycotts-surge-12471,-,Dublin,Ireland,Europe and Central Asia,-,-,-,-,-,-,http://www.indymedia.ie/attachments/aug2007/image233_medium.jpg,-,2,0,,
738,RF,Success,Cultural Boycott,-,Personality,-,25-08-2014,25-08-2014,Norwegian Actors,2,Norwegian actors endorse BDS,"Numerous Norwegian actors sign a pointed statement endorsing the BDS movement, and insisting that the Norwegian National Theatre shall not be used to normalize Israel’s illegal actions.",http://www.underskrift.no/vis.asp?Kampanje=5192,-,-,Norway,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
739,RF,Success,Cultural Boycott,-,Personality,-,28-08-2014,28-08-2014,*Irish Artists,2,Irish artists pledging to boycott Israel reaches 500 signatures,"With over 200 artists signing up due to Israel’s murderous attack on Gaza, the Irish artists’ pledge to support the cultural boycott of Israel reached 500 signatures, a significant milestone for such a small country, and includes creative and performing artists residing all over Ireland.",http://www.ipsc.ie/press-releases/irish-artists-pledge-to-boycott-israel-reaches-500-signatures,-,-,Ireland,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
74,RF,Success,Divestment,Trade Union,NGO,-,18-01-2008,18-01-2008,Oxfam,1,Oxfam refuses money from Israeli settlement financier,"The charity says it will not accept philanthropic support from settlement mogul Lev Leviev, an Israeli entrepreneur and builder of West Bank settlements who runs a lucrative international jewelry chain featuring Israeli-polished diamonds and routinely publicizes his contributions to charities like Oxfam.",http://philanthropy.com/blogs/giveandtake/oxfam-looks-to-clear-its-name-in-donor-controversy/9662,-,Oxford ,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,"https://upload.wikimedia.org/wikipedia/commons/0/05/Oxfam,_Friedrichstraße_25,_Düsseldorf.jpg",-,3,0,,
741,RF,Success,Cultural Boycott,-,Film,-,29-08-2014,29-08-2014,Bristol Film Festival ,1,Bristol film festival refuses Israeli embassy sponsorship,"The 20th annual Bristol Film Festival publically refuses Israeli Embassy Funding in order to maintain a “neutral political status"".",http://web.archive.org/web/20140831135904/http://www.bbc.com/news/uk-england-bristol-28981867,-,Bristol,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
744,RF,Success,Consumer Boycott,-,-,BDS Italia,02-09-2014,02-09-2014,San Giuliano Terme ,2,"San Giuliano Terme (province of Pisa, Italy) agrees to consider BDS tactics","The San Giuliano province, near the Italian city of Pisa, resolves to consider BDS tactics in order to end any complicity with Israel's oppression of the Palestinian people.",http://bdsitalia.org/index.php/ultime-notizie-sulbds/1552-sangiulianoterme,-,Pisa,Italy,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
748,RF,Success,"General,Divestment",-,Settlements,-,01-10-2014,01-10-2014,Friends of the Earth International,1,Friends of the Earth issues a statement urging a global boycott of Mekorot,"Friends of the Earth International calls upon governments, municipalities and private companies worldwide to discourage business links with illegal Israeli settlements by avoiding or terminating all cooperation with complicit Israeli companies such as Mekorot.",http://www.foei.org/news/friends-of-the-earth-international-statement-on-water-apartheid-in-palestine,-,Amsterdam,Netherlands,Europe and Central Asia,-,-,-,-,-,-,http://www.foei.org/wp-content/uploads/2013/09/foeilogo-en.jpg,-,3,0,,
75,RF,Success,Divestment,-,Governmental,-,21-01-2008,21-01-2008,Stockholm City Council,3,Stockholm drops Veolia from 3.5bn Euro contract,The decision by the Stockholm City Council is taken following a lengthy campaign by Swedish civil society organisations.,http://bdsmovement.net/2009/veolia-loses-3-5-billion-euro-contract-in-sweden-274,-,Stockholm,Sweden,Europe and Central Asia,-,-,-,-,Contract not renewed,"4,500.00",https://upload.wikimedia.org/wikipedia/commons/a/a8/Stockholm_Tram_335.jpg,-,2,0,,
750,HK,Success,General,Student Solidarity,-,,01-10-2014,01-10-2014,Manchester Universtiy ,1,Manchester University renews it's twinning with Palestinian University,"Manchester University campus wide referendum renews twinning with Al-Najah (Nablus) University and supports Right to Education Campaign with 693 votes in favour, 204 against",http://manchesterstudentsunion.com/studentvoice/allstudentvoteresults,-,Manchester,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
751,RF,Success,Cultural Boycott,-,Personality,-,02-10-2014,02-10-2014,*Swiss Artists ,2,640 Swiss artists call for suspension of military co-operation with Israel,"The Swiss Federal Council is called upon by over 640 Swiss swiss artists and cultural actors to suspend military cooperation with Israel, including canceling a recent order of Elbit H-900 military drones, which were tested in Gaza and are intended to be used by the Swiss intelligence to monitor Switzerland’s own population.",http://www.bds-info.ch/index.php/fr/home-fr/158-bds-fr/campagnes/bds-suisse/boycott-culturel-academique/921-640-swiss-artists-demand-that-the-swiss-federal-council-suspend-military-cooperation-with-israel,-,-,Switzerland,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
752,RF,Success,Academic Boycott,-,-,AUDRIP Association of Academics for the Respect of International Law in Palestine,08-10-2014,08-10-2014,cultural boycott,1,AUDRIP petition calls for end to École Polytechnique-Technion parnership,"Signatories to the Association of Academics for the Respect of International Law in Palestine (AUDRIP), statement says that ""ethics"" and ""a rejection of discriminatory practices"", as well as ""respect for international law"" requires that the École Polytechnique cease all forms of support for or collaboration with the Technion.",http://www.aurdip.fr/petition-to-oppose-the-agreement.html,-,Paris,France,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
757,RF,Success,Sanctions,-,"Governmental, Gaza",-,17-10-2014,17-10-2014,Gwynedd Council,3,"Gwynedd council, Wales, ""will not invest in or trade with Israel""","Councillors voted 42-3 in favor of the motion, with six abstentions.",https://electronicintifada.net/blogs/asa-winstanley/welsh-council-embargoes-israel-over-gaza-savageness,-,Gwynedd,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
758,RF,Success,"General,Divestment",Student Solidarity,-,-,24-10-2014,24-10-2014,Brunel University,1,"Students at Brunel University, UK, vote for BDS","An unprecedented turnout to the annual general meeting of the Union of Brunel Students sees a motion to revoke the current union policy of boycotts, divestments and sanctions (BDS) against the state of Israel defeated as huge numbers of students voted against the motion, and in favour of BDS.",http://www.kingdombrunel.com/news/brunel-bds-what-happened-at-other-universities/,-,Brunel,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
759,RF,Success,Cultural Boycott,-,Film,-,24-10-2014,24-10-2014,Union of Progressive Jews of Belgium (UPJB) ,1,Progressive Jewish group withdraws from festival over Israeli sponsorship,The Union of Progressive Jews of Belgium (UPJB) withdraws their participation and their sponsorship from the Brussels Jewish Film Festival over its acceptance of funds from the Israeli embassy.,http://upjb.be/a-la-une/article/l-upjb-ne-participera-pas-au-brussels-jewish,-,Brussles,Belgium,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
76,RF,Success,"Divestment,Consumer Boycott",Student Solidarity,-,-,05-02-2008,05-02-2008,Caledonia University,1,Glasgow Caledonian students boycott Eden Springs in first-of-a-kind UK vote,Students at Glasgow Caledonian in Scotland decide the university should not be doing business with a company that is involved in illegal occupation and in violations of international law.,http://caleymuslims.blogspot.co.uk/,-,Glasgow,United Kingdom,Europe and Central Asia,Should Glasgow Caledonian University be doing business with a company that is involved in illegal occupation and in violations of international law? Are we not complicit in these crimes if we do?,-,Caledonia University Muslim Student Association,http://caleymuslims.blogspot.co.uk/,-,-,http://www.scottishpsc.org.uk/81-campaigning/boycott/complicit-companies/eden-springs/1527-robert-gordon-university-students-maintain-boycott-momentum-with-bds-victory-against-eden-springs,-,3,0,,
760,RF,Success,General,Student Solidarity,-,-,24-10-2014,24-10-2014,University of Exeter,1,"University of Exeter, UK, votes to back BDS","A referendum at the University of Exeter to boycott illegal Israeli settlement products passes in a landslide., with 86 per cent voting in favour. from a 1,040 voter turnout in the referendum, the highest in the university’s history.",http://www.redressonline.com/2014/10/uks-exeter-university-students-in-historic-landslide-vote-to-boycott-israel/,-,Exeter,United Kingdom,Europe and Central Asia,I congratulate the group of students that ran the campaign...This is just the beginning., Ilan Pappé,World-renowned historian and University of Exeter Professor,http://www.redressonline.com/2014/10/uks-exeter-university-students-in-historic-landslide-vote-to-boycott-israel/,-,-,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/University_of_Exeter_new_logo.svg/1280px-University_of_Exeter_new_logo.svg.png,-,2,0,,
763,RF,Success,General,-,Governmental,-,30-10-2014,30-10-2014,Terrassa municipality,3,Terrassa municipality joins BDS movement,"Terrassa municipality, Catalunya/Spain, joins theBDS movement.",http://causapalestina.net/IMG/pdf/declaracio__jp_israel_ecat.pdf,-,Terrassa,Spain,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
770,RF,Success,Consumer Boycott,-,"Governmental, Settlements",Friends of Al-Aqsa,26-11-2014,26-11-2014,Leicester City Council,3,"Leicester city council, UK, boycotts settlement products #checkthelabel","In a landmark move, Leicester City Council passes a resolution boycotting products made in illegal Israeli settlements in the occupied West Bank, one of the first such moves by an elected body in the UK.",http://www.foa.org.uk/news/leicester-city-council-boycotts-israeli-settlement-products,-,Leicester,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,3,0,,
771,LN ,Success,General,- ,-,Dutch activists for Palestine ,26-11-2014,26-11-2014,Dutch Defence and Security Association (NIVD),3,Elbit Systems decides not to present its new missile system at Rotterdam fair ,Dutch peace activists and solidarity movement with Palestine protested in Rotterdam against the annual arms fair hosted by the Dutch Defence and Security Association (NIVD. Israel's Elbit Systems decided not to showcase its new missile system due to the pressure mounted by the protest movement. ,http://stopthewall.org/join-campaign-divest-elbit,http://www.stopwapenhandel.org/node/1687,Rotterdam ,Netherlands ,Europe and Central Asia,-,-,-,-,-,-,http://www.docp.nl/video-elbit-geintimideerd-door-protestactie/,http://www.docp.nl/video-elbit-geintimideerd-door-protestactie/,1,0,,
782,RF,Success,Divestment,-,Governmental,-,15-12-2014,15-12-2014,Molenbeek City Council ,3,Molenbeek city council exlcudes companies operating in the Occupied Palestinian Territories ,The Belgian city council of Molenbeek voted to exclude companies active in the Israeli occupation in its bid for new surveillance cameras. ,http://imemc.org/article/70004/,-,Molenbeek,Belgium,Europe and Central Asia,-,-,-,-,Contract not awarded,1.98,-,-,2,0,,
783,RF,Success,Divestment,Student Solidarity,-,-,16-12-2014,16-12-2014,Swansea University,1,"BDS motion passes at Swansea University, UK","Students at Swansea, which has one of the largest student unions in Wales, pass a motion to endorse the global campaign for boycott, Divestment and Sanctions (BDS) against Israel until it complies with international law and Palestinian human rights.",http://www.studentpalestinesolidarity.org.uk/swansea-university/,-,Swansea,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
785,HK,Success,General,,-,-,01-01-2015,01-01-2015,Chatham House Poll,2,Chatham House Poll reveals that Britons feel more 'unfavorable' to Israel than any other country in the world besides North Korea.,"More specifically, a whopping 72% of people in the UK  viewed Israel negatively.",http://pacbi.org/etemplate.php?id=2687,https://www.washingtonpost.com/news/worldviews/wp/2015/02/02/more-britons-dislike-israel-than-iran-survey-finds/,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
786,RF,Success,General,Trade Union,-,-,06-01-2015,06-01-2015,National Commission of Workers’ Initiative Trade Union,1,National Commission of Workers’ Initiative becomes the first Polish Trade Union to join BDS,The Warsaw Commission of the Workers’ Initative Trade Union moves to support BDS and demonstrations against Israeli massacres of Palestinian civilians.,http://www.kampania-palestyna.pl/index.php/2015/01/06/workers-initiative-trade-union-endorses-bds/,-,Warsaw,Poland,Europe and Central Asia,"We support the BDS campaign because, as members of Workers’ Initiative, we believe it is imperative to stand in international solidarity and support for all communities and peoples who are victims of violence, exploitation and imperialism.",-,-,http://www.alternativenews.org/english/index.php/activism/bds/351-first-polish-trade-union-endorses-bds,-,-,http://www.alternativenews.org/english/images/news/2015/January/polishunion.jpg,-,2,0,,
789,HK,Success,Divestment,-,Governmental,Broad Platform for Palestine in Haarlem,22-01-2015,22-01-2015,Haarlem Provincial Government,2,Israeli Bus Company loses out on Netherlands Contract,EBS - a subsidiary of Egged Cooperative Israel lost a contract due to it's involvement in operating buses that are inaccesible to Palestinians. ,http://www.eccpalestine.org/ebs-loses-320-milion-euro-contract-in-netherlands-over-its-involvement-in-israeli-apartheid/,-,Haarlem,Netherlands,Europe and Central Asia,-,-,-,-,Contract not awarded,3.70,http://www.eccpalestine.org/wp-content/uploads/2015/01/unnamed.jpg,-,2,0,,
790,RF,Success,Divestment,Student Solidarity,-,-,27-01-2015,27-01-2015,University College London,1,University College London passes motion calling for end to G4S contract,"The motion resolves that the union would not renew its contract with G4S when the current one lapses in July 2015 and will take concrete steps to ensure that UCL and UCLU are not complicit in any way with the occupation of Palestine – through partnering with arms manufacturers, buying settlement products.",http://uclu.org/policy/up1419/end-uclus-contract-with-g4s,-,London,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,https://upload.wikimedia.org/wikipedia/commons/c/c1/Kings_College_London_Guys_Campus.jpg,-,3,0,,
