datetime,discharge,gauge_height,water_velocity
9/9/10,365864.5833,9,1.864583333
9/10/10,361406.25,9,1.8125
9/11/10,362333.3333,8.427083333,1.864583333
9/12/10,366395.8333,8.3125,1.864583333
9/13/10,343750,8.447916667,1.65625
9/14/10,342500,8.583333333,1.572916667
9/15/10,342156.25,8.979166667,1.46875
9/16/10,341156.25,8.979166667,1.416666667
9/17/10,323218.75,9,1.197916667
9/18/10,316916.6667,8.947916667,1.09375
9/19/10,309687.5,8.885416667,1.104166667
9/20/10,304322.9167,8.854166667,1.020833333
9/21/10,295333.3333,8.989583333,1
9/22/10,297343.75,9,1.052083333
9/23/10,293958.3333,9,1.010416667
9/24/10,304760.4167,8.979166667,1.083333333
9/25/10,312885.4167,8.760416667,1.166666667
9/26/10,320406.25,8.822916667,1.239583333
9/27/10,330583.3333,8.614583333,1.395833333
9/28/10,318895.8333,8.572916667,1.239583333
9/29/10,317177.0833,8.635416667,1.177083333
9/30/10,342562.5,8.510416667,1.541666667
10/1/10,341822.9167,8.46875,1.5625
10/2/10,340489.5833,8.458333333,1.572916667
10/3/10,357500,8.416666667,1.791666667
10/4/10,356250,8.5625,1.75
10/5/10,361135.4167,8.53125,1.9375
10/6/10,357656.25,8.645833333,1.895833333
10/7/10,356312.5,8.447916667,1.791666667
10/8/10,369770.8333,8.46875,1.864583333
10/9/10,356593.75,8.53125,1.645833333
10/10/10,372354.1667,8.541666667,1.875
10/11/10,373281.25,8.5625,1.864583333
10/12/10,404406.25,8.447916667,1.989583333
10/13/10,406343.75,8.40625,2
10/14/10,397645.8333,8.03125,1.927083333
10/15/10,370875,8,1.916666667
10/16/10,365552.0833,8,1.885416667
10/17/10,342729.1667,8,1.645833333
10/18/10,333968.75,8,1.46875
10/19/10,333000,8,1.5
10/20/10,346437.5,8,1.666666667
10/21/10,318729.1667,8,1.229166667
10/22/10,317406.25,8,1.21875
10/23/10,308718.75,8.114583333,1.135416667
10/24/10,308166.6667,8.28125,1.177083333
10/25/10,296010.4167,8.375,1.09375
10/26/10,291125,8.40625,1.145833333
10/27/10,295291.6667,8.28125,1.052083333
10/28/10,326166.6667,7.927083333,1.53125
10/29/10,313583.3333,8.020833333,1.322916667
10/30/10,290250,7.770833333,1.010416667
10/31/10,285218.75,7.770833333,1
11/1/10,262052.0833,7.947916667,1
11/2/10,250250,7.791666667,1
11/3/10,243000,8,1
11/4/10,276072.9167,8,1
11/5/10,289364.5833,7.5,1.114583333
11/6/10,271854.1667,7.135416667,1
11/7/10,249322.9167,7.020833333,1
11/8/10,238489.5833,7.21875,1
11/9/10,235656.25,7.34375,1
11/10/10,228968.75,7.375,1
11/11/10,222135.4167,7.322916667,0.989583333
11/12/10,221625,7.40625,1
11/13/10,212645.8333,7.46875,1
11/14/10,226958.3333,7.708333333,1
11/15/10,202697.9167,8,1
11/16/10,245926.3158,8,1
11/17/10,232062.5,7.854166667,1
11/18/10,263447.9167,7.520833333,1
11/19/10,246218.75,7.572916667,1
11/20/10,225937.5,7.583333333,0.864583333
11/21/10,211468.75,7.71875,0.78125
11/22/10,209218.75,7.90625,0.697916667
11/23/10,212572.9167,7.760416667,0.729166667
11/24/10,213302.0833,7.75,0.822916667
11/25/10,203291.6667,8.03125,0.8125
11/26/10,265989.5833,7.739583333,1.010416667
11/27/10,262312.5,7.9375,1
11/28/10,251281.25,7.947916667,1
11/29/10,243218.75,8,1
11/30/10,298333.3333,8,1.104166667
12/1/10,302916.6667,7.489583333,1.145833333
12/2/10,281166.6667,7.4375,1
12/3/10,289510.4167,7.447916667,1.052083333
12/4/10,298708.3333,7.65625,1.0625
12/5/10,345937.5,7.697916667,1.59375
12/6/10,357989.5833,7.854166667,1.697916667
12/7/10,351197.9167,7.958333333,1.71875
12/8/10,359364.5833,8.197916667,1.802083333
12/9/10,352031.25,8.375,1.739583333
12/10/10,362927.0833,8.614583333,1.947916667
12/11/10,381572.9167,9,2
12/12/10,468479.1667,9,2.020833333
12/13/10,467229.1667,8.5,2
12/14/10,443166.6667,9,2
12/15/10,434281.25,8.989583333,2
12/16/10,462822.9167,9,2.09375
12/17/10,467895.8333,8.854166667,2.072916667
12/18/10,461208.3333,8.635416667,2.041666667
12/19/10,429593.75,8.395833333,2.010416667
12/20/10,388072.9167,8.260416667,1.96875
12/21/10,372625,7.947916667,1.854166667
12/22/10,376708.3333,7.65625,1.927083333
12/23/10,358239.5833,7.510416667,1.864583333
12/24/10,336968.75,7.5625,1.59375
12/25/10,359479.1667,7.78125,1.760416667
12/26/10,367572.9167,7.291666667,1.9375
12/27/10,322802.0833,7,1.395833333
12/28/10,290177.0833,7,1
12/29/10,264885.4167,7.395833333,1
12/30/10,274697.9167,7.697916667,1.03125
12/31/10,259135.4167,7.90625,1
1/1/11,296489.5833,7.8125,1.0625
1/2/11,311614.5833,7.520833333,1.395833333
1/3/11,287312.5,7.510416667,1.104166667
1/4/11,285958.3333,7.447916667,1.104166667
1/5/11,273645.8333,7.458333333,1.010416667
1/6/11,292500,7.354166667,1.09375
1/7/11,270552.0833,7.270833333,1.010416667
1/8/11,277479.1667,7.166666667,1
1/9/11,214677.0833,7.677083333,0.96875
1/10/11,296083.3333,8.0625,1
1/11/11,319447.9167,7.270833333,1.25
1/12/11,345354.1667,7,1.895833333
1/13/11,341614.5833,7.375,1.78125
1/14/11,356322.9167,7.604166667,1.927083333
1/15/11,377750,8.114583333,1.958333333
1/16/11,389770.8333,8.239583333,1.989583333
1/17/11,373291.6667,8.40625,1.90625
1/18/11,387854.1667,8.458333333,1.989583333
1/19/11,396531.25,8.302083333,1.989583333
1/20/11,396833.3333,8.177083333,2
1/21/11,390333.3333,7.90625,2
1/22/11,359937.5,7.614583333,1.760416667
1/23/11,317041.6667,7.291666667,1.166666667
1/24/11,290239.5833,7.458333333,1
1/25/11,303187.5,7.635416667,1.114583333
1/26/11,303843.75,7.072916667,1.145833333
1/27/11,277489.5833,7.114583333,1.010416667
1/28/11,292041.6667,7.270833333,1.083333333
1/29/11,277822.9167,7.1875,1.010416667
1/30/11,280500,7.25,1.072916667
1/31/11,269468.75,7.354166667,1
2/1/11,265604.1667,7.604166667,1
2/2/11,320031.25,7.302083333,1.479166667
2/3/11,288875,7.333333333,1.041666667
2/4/11,300208.3333,7.385416667,1.125
2/5/11,302770.8333,7.177083333,1.177083333
2/6/11,269989.5833,7,1
2/7/11,314802.0833,7.166666667,1.385416667
2/8/11,287125,7.114583333,1.010416667
2/9/11,297916.6667,7.34375,1.15625
2/10/11,323468.75,7.458333333,1.34375
2/11/11,314979.1667,7.375,1.229166667
2/12/11,316750,7.375,1.208333333
2/13/11,324947.9167,7.40625,1.395833333
2/14/11,334125,7.604166667,1.5625
2/15/11,337729.1667,7.770833333,1.59375
2/16/11,341104.1667,7.979166667,1.572916667
2/17/11,341427.0833,8,1.604166667
2/18/11,340479.1667,8,1.520833333
2/19/11,337625,7.9375,1.5625
2/20/11,333302.0833,8,1.489583333
2/23/11,301687.5,7.447916667,1.166666667
2/24/11,269041.6667,7.520833333,1
2/25/11,294104.1667,7.541666667,1.15625
2/26/11,282177.0833,7.4375,1.0625
2/27/11,290791.6667,7.604166667,1.010416667
2/28/11,341229.1667,8.260416667,1.59375
3/1/11,400968.75,8.270833333,2
3/2/11,422479.1667,9,2
3/3/11,460197.9167,9.916666667,2
3/4/11,502041.6667,10.34375,2.09375
3/5/11,549645.8333,11,2.791666667
3/6/11,592572.9167,11,2.979166667
3/7/11,568427.0833,11.09375,2.802083333
3/8/11,550135.4167,11.89583333,2.666666667
3/9/11,650906.25,12,3.0625
3/10/11,723489.5833,12.5,3.520833333
3/11/11,679843.75,13,3
3/12/11,687489.5833,13,3.010416667
3/13/11,808135.4167,13.35416667,3.96875
3/14/11,857229.1667,13.66666667,4
3/15/11,892447.9167,13.97916667,4.302083333
3/16/11,884531.25,14,4.114583333
3/17/11,870510.4167,14,4.041666667
3/18/11,886989.5833,14,4.125
3/19/11,923229.1667,14,4.364583333
3/20/11,899697.9167,14.25,4.15625
3/21/11,910239.5833,14.42708333,4.25
3/22/11,897791.6667,14.53125,4.020833333
3/23/11,928833.3333,14.67708333,4.364583333
3/24/11,975197.9167,14.58333333,4.770833333
3/25/11,934822.9167,14.82291667,4.40625
3/26/11,937697.9167,15,4.5
3/27/11,954895.8333,15,4.666666667
3/28/11,1008989.583,15,4.958333333
3/29/11,959500,15.01086957,4.586956522
3/31/11,972250,15,4.5
4/1/11,973437.5,15.01041667,4.739583333
4/2/11,995989.5833,15,4.885416667
4/3/11,978906.25,15.08333333,4.84375
4/4/11,1002053.763,15.3655914,4.860215054
4/5/11,1054833.333,15,4.958333333
4/6/11,946031.25,15,4.4375
4/7/11,906812.5,15,4.125
4/8/11,896052.0833,15,4.041666667
4/9/11,892885.4167,15,4.09375
4/10/11,861312.5,15,4.010416667
4/11/11,862718.75,14.97916667,4.010416667
4/12/11,884500,14.03125,4.260416667
4/13/11,780552.0833,14,3.791666667
4/14/11,733437.5,14,3.364583333
4/15/11,745583.3333,14,3.427083333
4/16/11,773604.1667,13.80208333,3.8125
4/17/11,685395.8333,13.71875,3.052083333
4/18/11,668364.5833,13.72916667,3.010416667
4/19/11,658937.5,13.66666667,3
4/20/11,668864.5833,13.65625,3.020833333
4/21/11,678614.5833,13.65625,3.09375
4/22/11,681520.8333,13.84375,3.052083333
4/23/11,686322.9167,13.92708333,3.052083333
4/24/11,699041.6667,14,3.145833333
4/25/11,693614.5833,14,3.010416667
4/26/11,715375,14.33333333,3.125
4/27/11,753802.0833,14.98958333,3.416666667
4/28/11,843385.4167,14.19791667,4
4/29/11,781152.1739,14.73913043,3.815217391
5/3/11,997250,15,5
5/4/11,988666.6667,15.83333333,4.84375
5/5/11,980479.1667,16,4.697916667
5/6/11,1025125,16.03125,4.9375
5/7/11,1026635.417,16.60416667,4.96875
5/8/11,1067187.5,17,5.020833333
5/9/11,1109791.667,17,5.09375
5/10/11,1129895.833,17.0625,5.145833333
5/11/11,1123333.333,17.16666667,5.083333333
5/12/11,1146145.833,17.27083333,5.25
5/13/11,1127187.5,17,5.21875
5/14/11,1231770.833,17,5.958333333
5/15/11,1221354.167,17.07291667,5.885416667
5/16/11,1216770.833,17.07291667,5.822916667
5/17/11,1196354.167,17.41666667,5.645833333
5/18/11,1129166.667,17.48958333,5.083333333
5/19/11,1113229.167,17.59375,5.083333333
5/20/11,1106458.333,17.55208333,5
5/21/11,1106354.167,17.39583333,5.03125
5/22/11,1103229.167,17,5.010416667
5/23/11,1101041.667,17,5.041666667
5/24/11,1093479.167,17,5.052083333
5/25/11,1083750,17,5.010416667
5/26/11,1107187.5,17,5.104166667
5/27/11,1124270.833,17,5.1875
5/28/11,1107500,17,5.052083333
5/29/11,1093020.833,17,5.010416667
5/30/11,1089270.833,17,5
5/31/11,1093136.842,17,5.021052632
6/1/11,1120208.333,17,5.09375
6/2/11,1088468.75,17,5.083333333
6/3/11,1083510.417,17,5.020833333
6/4/11,1092187.5,17,5.020833333
6/5/11,1087020.833,17,5.03125
6/6/11,1059406.25,17,4.989583333
6/7/11,1047375,17,4.927083333
6/8/11,1035812.5,16.98958333,4.979166667
6/9/11,1027958.333,16.97916667,4.96875
6/10/11,1022520.833,16.67708333,4.989583333
6/11/11,1017520.833,16.30208333,4.875
6/12/11,1017385.417,16.03125,4.9375
6/13/11,1012635.417,16,4.927083333
6/14/11,990322.9167,16,4.75
6/15/11,989718.75,16,4.885416667
6/16/11,962520.8333,16,4.59375
6/17/11,944239.5833,16,4.385416667
6/18/11,920125,15.98958333,4.114583333
6/19/11,899656.25,15.63541667,4.0625
6/20/11,877500,15.02083333,4
6/21/11,860604.1667,15,4
6/22/11,848375,15,4
6/23/11,834708.3333,15,4
6/24/11,789468.75,14.84375,3.947916667
6/25/11,758687.5,14.29166667,3.635416667
6/26/11,732312.5,14,3.260416667
6/27/11,707760.4167,14,3.041666667
6/28/11,696947.9167,14,3.020833333
6/29/11,678447.9167,13.96875,3
6/30/11,663520.8333,13.86458333,3
7/1/11,667843.75,13.625,3
7/2/11,659875,13.46875,3
7/3/11,649437.5,13.45833333,3
7/4/11,643489.5833,13.53125,3
7/5/11,651291.6667,13.57291667,3
7/6/11,654760.4167,13.85416667,3
7/7/11,655770.8333,13.77083333,3
7/8/11,654614.5833,13.625,3
7/9/11,651177.0833,13.58333333,3
7/10/11,653760.4167,13.53125,3
7/11/11,657114.5833,13.38541667,3
7/12/11,662822.9167,13.45833333,3
7/13/11,663604.1667,13.40625,3
7/14/11,658510.4167,13.29166667,3
7/15/11,650968.75,13.21875,3
7/16/11,647385.4167,13,3
7/17/11,636177.0833,13,3
7/18/11,632333.3333,13,3
7/19/11,618364.5833,13,3
7/20/11,607187.5,13,3
7/21/11,611677.0833,12.83333333,3
7/22/11,606916.6667,12.21875,3
7/23/11,584937.5,12,3
7/24/11,583822.9167,11.97916667,3
7/25/11,570604.1667,11.60416667,2.947916667
7/26/11,555531.25,11,2.90625
7/27/11,541822.9167,11,2.739583333
7/28/11,525135.4167,11,2.458333333
7/29/11,518864.5833,10.89583333,2.34375
7/30/11,495260.4167,10.60416667,2.03125
7/31/11,501833.3333,10.02083333,2.239583333
8/1/11,481822.9167,10,2.083333333
8/2/11,473093.75,10,2.03125
8/3/11,461093.75,10,2.020833333
8/4/11,443562.5,9.75,2
8/5/11,455781.25,9.666666667,2
8/6/11,441031.25,9.583333333,2
8/7/11,431416.6667,9.520833333,2
8/8/11,431343.75,9.53125,2
8/9/11,428927.0833,9.510416667,2
8/10/11,414791.6667,9.385416667,1.989583333
8/11/11,417520.8333,9.302083333,2
8/12/11,413916.6667,9.229166667,2
8/13/11,410177.0833,9,2
8/14/11,418187.5,9.145833333,1.989583333
8/15/11,410781.25,9,2
8/16/11,406312.5,9.041666667,2
8/17/11,411552.0833,9.010416667,2
8/18/11,397541.6667,9,2
8/19/11,399760.4167,9.239583333,2
8/20/11,396833.3333,9.0625,2
8/21/11,386468.75,9,1.979166667
8/22/11,390270.8333,9,1.979166667
8/23/11,374979.1667,8.989583333,1.958333333
8/24/11,375593.75,8.875,1.927083333
8/25/11,366635.4167,9,1.895833333
8/26/11,378854.1667,8.854166667,1.979166667
8/27/11,381177.0833,8.822916667,1.989583333
8/28/11,365708.3333,8.90625,1.9375
8/29/11,352854.1667,9,1.770833333
8/30/11,354510.4167,9,1.760416667
8/31/11,351125,8.6875,1.8125
9/1/11,335239.5833,9,1.34375
9/2/11,340322.9167,9.53125,1.427083333
9/3/11,348510.4167,10.39583333,1.59375
9/4/11,370072.9167,10.25,1.802083333
9/5/11,424812.5,9.802083333,1.9375
9/6/11,409145.8333,9.385416667,2
9/7/11,381531.25,9.083333333,2
9/8/11,363822.9167,8.979166667,1.958333333
9/9/11,356416.6667,8.78125,1.770833333
9/10/11,355760.4167,8.5,1.802083333
9/11/11,328229.1667,8.052083333,1.427083333
9/12/11,318500,8,1.229166667
9/13/11,323291.6667,8,1.3125
9/14/11,314364.5833,8,1.145833333
9/15/11,338312.5,8,1.59375
9/16/11,327906.25,8,1.364583333
9/17/11,324302.0833,8.15625,1.333333333
9/18/11,323385.4167,8.375,1.291666667
9/19/11,322656.25,8.5,1.177083333
9/20/11,329072.9167,8.552083333,1.354166667
9/21/11,328812.5,8.541666667,1.3125
9/22/11,314812.5,8.614583333,1.25
9/23/11,322937.5,8.645833333,1.229166667
9/24/11,311187.5,8.520833333,1.052083333
9/25/11,295260.4167,8.302083333,1.010416667
9/26/11,289302.0833,8.020833333,1
9/27/11,275031.25,8,1
9/28/11,275947.9167,8.03125,1.03125
9/29/11,285989.5833,7.8125,1.020833333
9/30/11,292593.75,7.729166667,1.114583333
10/1/11,290104.1667,8.177083333,1.020833333
10/2/11,289822.9167,7.927083333,1.041666667
10/3/11,289406.25,7.6875,1.020833333
10/4/11,292958.3333,7.927083333,1.03125
10/5/11,281312.5,8,1.020833333
10/6/11,279583.3333,8,1
10/7/11,281562.5,8.59375,1
10/8/11,283173.913,8.847826087,1
10/13/11,260000,8,1
10/14/11,271885.4167,8.010416667,1
10/15/11,269736.8421,7.884210526,1.021052632
10/16/11,261135.4167,7.979166667,1
10/17/11,251125,8.010416667,1
10/18/11,256885.4167,8.364583333,1
10/19/11,285822.9167,7.833333333,1.041666667
10/20/11,256750,7.5,1
10/21/11,240364.5833,7,1
10/22/11,223906.25,7,1
10/23/11,212020.8333,7.010416667,1
10/24/11,214114.5833,7.020833333,1
10/25/11,214635.4167,7.21875,0.989583333
10/26/11,214718.75,7.354166667,0.989583333
10/28/11,251114.5833,7.53125,1
10/31/11,260052.0833,7.416666667,1
11/3/11,269343.75,7.59375,1.010416667
11/8/11,249343.75,8.020833333,1
11/11/11,274458.3333,7.6875,1.020833333
11/12/11,268593.75,7.572916667,1.010416667
11/15/11,250239.5833,8.260416667,1
11/16/11,256885.4167,8.291666667,1.010416667
11/17/11,287979.1667,7.760416667,1.020833333
11/18/11,254385.4167,7.989583333,1
11/19/11,246875,8,1
11/20/11,246354.1667,8,1
11/21/11,244718.75,8,1
11/22/11,245531.25,8.229166667,1
11/23/11,290916.6667,7.96875,1.145833333
11/24/11,290187.5,8.302083333,1.177083333
11/25/11,312802.0833,8.395833333,1.375
11/26/11,341906.25,9.125,1.520833333
11/27/11,431020.8333,9.385416667,1.96875
11/28/11,469510.4167,9.5,2.041666667
11/29/11,481822.9167,9.583333333,2.177083333
11/30/11,492427.0833,10,2.291666667
12/1/11,500125,10,2.21875
12/4/11,528750,11,2.59375
12/7/11,660145.8333,11.01041667,3.010416667
12/8/11,649979.1667,11.39583333,3
12/9/11,690427.0833,12,3.197916667
12/11/11,751281.25,13,3.739583333
12/13/11,788072.9167,13.6875,3.989583333
12/14/11,787625,14,4
12/16/11,803083.3333,14,4
12/17/11,857625,14,3.989583333
12/18/11,830989.5833,14.05208333,3.989583333
12/19/11,801114.5833,14.26041667,3.96875
12/20/11,798427.0833,14.52083333,3.9375
12/21/11,801947.9167,14.70833333,3.895833333
12/22/11,840031.25,14.78125,4.0625
12/28/11,854729.1667,14.85416667,4.020833333
12/29/11,846864.5833,14.78125,4
12/30/11,847791.6667,14.5625,4.020833333
12/31/11,831458.3333,14,4
1/1/12,859927.0833,14,4.083333333
1/2/12,877833.3333,14,4.09375
1/3/12,816114.5833,14,3.875
1/4/12,756916.6667,14,3.71875
1/5/12,767791.6667,13.61458333,3.708333333
1/6/12,734260.4167,13.92708333,3.34375
1/7/12,735760.4167,13.63541667,3.427083333
1/8/12,726020.8333,13.73958333,3.333333333
1/10/12,699114.5833,14,3.114583333
1/11/12,739333.3333,13.71875,3.53125
1/12/12,733562.5,13.35416667,3.479166667
1/13/12,682968.75,13,3.010416667
1/15/12,603812.5,12.05208333,3
1/16/12,563468.75,12,2.895833333
1/17/12,542072.9167,11.98958333,2.572916667
1/20/12,494708.3333,10.82291667,2.03125
1/22/12,469916.6667,10.42708333,2
1/23/12,480520.8333,10.26041667,2.03125
1/24/12,469302.0833,10.20833333,2
1/27/12,521020.8333,11,2.395833333
1/30/12,552562.5,11.34375,2.8125
1/31/12,579239.5833,11.64583333,2.989583333
2/1/12,611708.3333,12.04166667,2.989583333
2/2/12,639114.5833,12.33333333,3
2/3/12,639322.9167,12.89583333,3
2/5/12,747531.25,13.20833333,3.71875
2/6/12,754947.9167,13.58333333,3.645833333
2/7/12,773052.0833,14,3.885416667
2/8/12,808458.3333,14,3.979166667
2/9/12,794531.25,14,3.979166667
2/10/12,816250,14,4
2/11/12,851697.9167,14,4
2/12/12,823593.75,14,4
2/13/12,774854.1667,14.13541667,3.770833333
2/14/12,832760.4167,14.28125,3.989583333
2/15/12,776020.8333,14.25,3.802083333
2/16/12,810635.4167,14.03125,3.958333333
2/17/12,795125,14,3.927083333
2/18/12,737833.3333,14.09375,3.34375
2/19/12,783510.4167,14.09375,3.75
2/20/12,685416.6667,13.67708333,3
2/21/12,657510.4167,13.28125,3
2/22/12,624510.4167,13,3
2/23/12,587062.5,12.58333333,3
2/24/12,584697.9167,12,2.989583333
2/25/12,553177.0833,12,2.78125
2/26/12,524854.1667,11.64583333,2.291666667
2/27/12,508364.5833,11.09375,2.09375
2/28/12,484072.9167,11,2
2/29/12,470892.4731,11,2
3/1/12,456104.1667,10.47916667,2
3/2/12,448135.4167,10.29166667,2
3/3/12,457666.6667,10.22916667,2
3/4/12,457260.4167,10.11458333,2.010416667
3/5/12,430906.25,9.541666667,2
3/6/12,403479.1667,9.3125,2
3/7/12,398968.75,9.989583333,2
3/8/12,396833.3333,10,2
3/9/12,413458.3333,10,2
3/10/12,418916.6667,10,2
3/11/12,430770.8333,10.28125,2
3/12/12,459812.5,10.63541667,2
3/13/12,506270.8333,11,2.072916667
3/14/12,536343.75,11.375,2.541666667
3/15/12,566791.6667,11.60416667,2.84375
3/16/12,604427.0833,12,3
3/17/12,632458.3333,12.4375,3
3/18/12,648416.6667,13,3
3/19/12,662302.0833,13,3
3/20/12,667406.25,13.84375,3
3/21/12,712458.3333,14,3.322916667
3/22/12,734427.0833,14,3.395833333
3/23/12,717270.8333,14,3.114583333
3/24/12,739635.4167,14,3.458333333
3/25/12,722541.6667,14,3.145833333
3/26/12,722479.1667,14,3.125
3/27/12,722635.4167,14,3.270833333
3/28/12,726177.0833,14,3.302083333
3/29/12,742083.3333,14.375,3.427083333
3/30/12,751812.5,14.48958333,3.5625
3/31/12,747072.9167,14.32291667,3.5
4/1/12,728406.25,14.08333333,3.364583333
4/2/12,724416.6667,14.27083333,3.260416667
4/3/12,717531.25,14.16666667,3.145833333
4/4/12,745197.9167,14.65625,3.40625
4/5/12,759635.4167,14.55208333,3.583333333
4/6/12,759302.0833,14,3.677083333
4/7/12,702395.8333,14,3.09375
4/8/12,695718.75,13.98958333,3.09375
4/9/12,685270.8333,13.66666667,3.020833333
4/10/12,644208.3333,13.32291667,3
4/11/12,639614.5833,13,3
4/12/12,596843.75,13,2.958333333
4/13/12,575104.1667,12.35416667,2.9375
4/14/12,547781.25,12,2.510416667
4/15/12,525114.5833,12,2.322916667
4/16/12,515458.3333,11.19791667,2.270833333
4/17/12,508822.9167,11,2.270833333
4/18/12,505197.9167,11,2.177083333
4/19/12,469385.4167,10.84375,2
4/20/12,451177.0833,10.58333333,2
4/21/12,464375,10.45833333,2.010416667
4/22/12,462718.75,10.21875,2
4/23/12,450541.6667,9.958333333,2
4/24/12,419427.0833,9.666666667,2
4/25/12,410968.75,9.489583333,2
4/26/12,421156.25,9.583333333,2
4/27/12,414250,9.4375,2
4/28/12,409447.9167,9.46875,2
4/29/12,406677.0833,9.239583333,2
4/30/12,398489.5833,9,2
5/1/12,376781.25,9,2
5/2/12,372500,9.010416667,1.96875
5/3/12,367572.9167,9,1.947916667
5/4/12,364760.4167,8.947916667,1.885416667
5/5/12,361125,8.822916667,1.802083333
5/6/12,345375,8.708333333,1.635416667
5/7/12,344239.5833,8.791666667,1.583333333
5/8/12,360666.6667,9.072916667,1.739583333
5/9/12,396572.9167,8.947916667,2
5/10/12,388145.8333,9.364583333,1.927083333
5/11/12,397520.8333,9.572916667,2
5/12/12,412697.9167,9.729166667,2
5/13/12,429854.1667,9.729166667,2
5/14/12,436937.5,10,2
5/15/12,442156.25,10,2
5/16/12,457218.75,10,2.010416667
5/17/12,458375,10.11458333,2
5/18/12,464520.8333,10.30208333,2
5/19/12,469958.3333,10.27083333,2
5/20/12,472135.4167,10.26041667,2
5/21/12,475083.3333,10,2.020833333
5/22/12,471437.5,10,2
5/23/12,458135.4167,10,2.010416667
5/24/12,446312.5,9.979166667,2
5/25/12,441500,9.604166667,2
5/26/12,423666.6667,9.020833333,2
5/27/12,426239.5833,9,2
5/28/12,422166.6667,9,2
5/29/12,417739.5833,8.833333333,2
5/30/12,391322.9167,8.239583333,1.96875
5/31/12,374229.1667,8.322916667,1.947916667
6/1/12,375687.5,8.333333333,1.927083333
6/2/12,327718.75,8.135416667,1.416666667
6/3/12,299979.1667,8.052083333,1.25
6/4/12,282833.3333,7.8125,1.208333333
6/5/12,270479.1667,7.854166667,1.104166667
6/6/12,254385.4167,7.583333333,1.104166667
6/7/12,248406.25,7.614583333,0.989583333
6/8/12,223781.25,7.6875,0.979166667
6/9/12,222322.9167,7.802083333,0.958333333
6/10/12,248458.3333,8,1
6/11/12,229729.1667,7.760416667,1
6/12/12,245114.5833,7.5,1
6/13/12,252635.4167,7.541666667,1
6/14/12,258729.1667,7.59375,1.010416667
6/15/12,244083.3333,7.78125,1
6/16/12,233041.6667,8.416666667,0.989583333
6/17/12,251333.3333,8.3125,1
6/18/12,239333.3333,8.385416667,0.989583333
6/19/12,236822.9167,8.28125,0.989583333
6/20/12,227250,8.302083333,0.90625
6/21/12,229916.6667,8.427083333,0.84375
6/22/12,229760.4167,8.5,0.864583333
6/23/12,230218.75,8.625,0.895833333
6/24/12,240697.9167,8.90625,0.96875
6/25/12,240552.0833,9,1
6/26/12,246854.1667,8.65625,1
6/27/12,231395.8333,8.083333333,1
6/28/12,236437.5,7.697916667,1
6/29/12,232166.6667,7.666666667,0.989583333
6/30/12,219312.5,7.604166667,0.989583333
7/1/12,222322.9167,7.625,0.8125
7/2/12,223979.1667,7.427083333,0.84375
7/3/12,216281.25,7.510416667,0.822916667
7/4/12,201812.5,7.46875,0.635416667
7/5/12,195072.9167,7.489583333,0.666666667
7/6/12,200958.3333,7.458333333,0.760416667
7/7/12,184822.9167,7.5,0.697916667
7/8/12,197895.8333,7.03125,0.875
7/9/12,178052.0833,7.114583333,0.729166667
7/10/12,196802.0833,7.15625,0.989583333
7/11/12,199958.3333,7.375,0.760416667
7/12/12,197062.5,7.458333333,0.71875
7/13/12,207916.6667,7.479166667,0.791666667
7/14/12,207145.8333,7.520833333,0.84375
7/15/12,204562.5,7.541666667,0.708333333
7/16/12,208791.6667,7.541666667,0.822916667
7/17/12,211854.1667,7.53125,0.84375
7/18/12,210770.8333,7.520833333,0.791666667
7/19/12,208802.0833,7.479166667,0.697916667
7/20/12,227229.1667,7.510416667,0.96875
7/21/12,204541.6667,7.447916667,0.729166667
7/22/12,202968.75,7.552083333,0.833333333
7/23/12,197375,7.635416667,0.84375
7/24/12,204593.75,7.40625,0.979166667
7/25/12,197083.3333,7.489583333,0.989583333
7/26/12,190687.5,7.520833333,0.895833333
7/27/12,188354.1667,7.572916667,0.604166667
7/28/12,183062.5,7.489583333,0.59375
7/29/12,178834.375,7.385416667,0.510416667
7/30/12,180494.7917,7.416666667,0.583333333
7/31/12,182902.0833,7.375,0.53125
8/1/12,169614.5833,7.354166667,0.510416667
8/2/12,169885.4167,7.375,0.510416667
8/3/12,178072.9167,7.364583333,0.635416667
8/4/12,204322.9167,7.302083333,0.84375
8/5/12,227718.75,7.0625,0.979166667
8/6/12,228135.4167,7,0.96875
8/7/12,243166.6667,7.510416667,0.9375
8/8/12,250117.7083,7.5625,0.958333333
8/9/12,240437.5,7.552083333,0.947916667
8/10/12,233279.1667,7.552083333,0.9375
8/11/12,240291.6667,7.520833333,0.958333333
8/12/12,233718.75,7.4375,0.96875
8/13/12,227625,7.458333333,0.947916667
8/14/12,217239.5833,7.427083333,0.833333333
8/15/12,222333.3333,7.395833333,0.9375
8/16/12,217229.1667,7.375,0.885416667
8/17/12,219510.4167,7.395833333,0.885416667
8/18/12,205812.5,7.447916667,0.895833333
8/19/12,224137.5,7.270833333,0.885416667
8/20/12,221309.375,7.197916667,0.864583333
8/21/12,225375,7.291666667,0.927083333
8/22/12,213617.7083,7.40625,0.947916667
8/23/12,208329.1667,7.447916667,0.833333333
8/24/12,201495.8333,7.489583333,0.833333333
8/25/12,192895.8333,7.572916667,0.760416667
8/26/12,199307.2917,7.625,0.604166667
8/27/12,227968.75,7.71875,0.84375
